,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
4730,27,F34.jpg,3,6,7,5,0
4731,28,F34.jpg,1,7,NA,NA,4
4732,29,F34.jpg,3,9,8,5,0
4733,30,F34.jpg,1,7,NA,NA,3
4734,31,F34.jpg,3,9,9,10,-1
4735,32,F34.jpg,3,5,2,4,-1
4736,33,F34.jpg,3,8,7,9,0
4737,34,F34.jpg,1,9,NA,NA,4
4738,35,F34.jpg,3,8,10,8,0
4739,36,F34.jpg,1,11,NA,NA,4
4740,37,F34.jpg,3,5,11,8,-1
4741,38,F34.jpg,3,9,10,10,-1
4742,39,F34.jpg,3,13,12,13,0
4743,40,F34.jpg,1,11,NA,NA,4
4744,41,F34.jpg,3,11,8,7,0
4745,42,F34.jpg,1,6,NA,NA,3
4746,43,F34.jpg,3,7,10,10,-1
4747,44,F34.jpg,3,8,8,11,-1
4748,45,F34.jpg,3,5,5,8,1
4749,46,F34.jpg,1,7,NA,NA,4
4750,47,F34.jpg,3,10,9,8,0
4751,48,F34.jpg,1,4,NA,NA,4
4752,1,F110.jpg,3,7,5,8,1
4753,2,F110.jpg,1,8,NA,NA,4
4754,3,F110.jpg,3,7,11,9,-1
4755,4,F110.jpg,3,10,11,9,-1
4756,5,F110.jpg,1,9,NA,NA,3
4757,6,F110.jpg,3,12,9,9,0
4758,7,F110.jpg,3,8,9,10,2
4759,8,F110.jpg,1,6,NA,NA,3
4760,9,F110.jpg,3,8,8,8,-1
4761,10,F110.jpg,3,11,11,9,-1
4762,11,F110.jpg,1,9,NA,NA,4
4763,12,F110.jpg,3,8,8,5,0
4764,13,F110.jpg,3,6,11,6,0
4765,14,F110.jpg,1,8,NA,NA,3
4766,15,F110.jpg,3,6,10,9,-1
4767,16,F110.jpg,3,9,8,8,-1
4768,17,F110.jpg,1,7,NA,NA,3
4769,18,F110.jpg,3,8,8,7,1
4770,19,F110.jpg,3,12,10,9,0
4771,20,F110.jpg,1,4,NA,NA,4
4772,21,F110.jpg,3,12,11,11,-1
4773,22,F110.jpg,3,9,8,8,-1
4774,23,F110.jpg,1,4,NA,NA,4
4775,24,F110.jpg,3,10,4,9,1
4776,25,F110.jpg,3,5,7,8,0
4777,26,F110.jpg,1,8,NA,NA,3
4778,27,F110.jpg,3,8,5,7,-1
4779,28,F110.jpg,3,11,4,9,-1
4780,29,F110.jpg,1,6,NA,NA,4
4781,30,F110.jpg,3,6,8,9,1
4782,31,F110.jpg,3,7,9,13,0
4783,32,F110.jpg,1,7,NA,NA,3
4784,33,F110.jpg,3,7,8,9,-1
4785,34,F110.jpg,3,10,9,6,-1
4786,35,F110.jpg,1,12,NA,NA,3
4787,36,F110.jpg,3,11,12,12,1
4788,37,F110.jpg,3,10,7,7,0
4789,38,F110.jpg,1,9,NA,NA,3
4790,39,F110.jpg,3,12,12,12,-1
4791,40,F110.jpg,3,13,11,11,-1
4792,41,F110.jpg,1,7,NA,NA,3
4793,42,F110.jpg,3,6,8,8,0
4794,43,F110.jpg,3,9,10,11,0
4795,44,F110.jpg,1,8,NA,NA,3
4796,45,F110.jpg,3,5,10,8,-1
4797,46,F110.jpg,3,7,4,7,-1
4798,47,F110.jpg,1,10,NA,NA,4
4799,48,F110.jpg,3,6,2,4,0
4800,1,F149.jpg,1,9,NA,NA,4
4801,2,F149.jpg,3,11,11,8,1
4802,3,F149.jpg,1,10,NA,NA,4
4803,4,F149.jpg,3,10,9,7,0
4804,5,F149.jpg,3,8,9,10,-1
4805,6,F149.jpg,3,11,11,12,-1
4806,7,F149.jpg,1,13,NA,NA,4
4807,8,F149.jpg,3,8,4,8,-1
4808,9,F149.jpg,1,12,NA,NA,4
4809,10,F149.jpg,3,10,11,10,2
4810,11,F149.jpg,3,4,10,13,-1
4811,12,F149.jpg,3,5,7,8,-1
4812,13,F149.jpg,1,7,NA,NA,4
4813,14,F149.jpg,3,5,8,8,1
4814,15,F149.jpg,1,10,NA,NA,3
4815,16,F149.jpg,3,8,6,9,2
4816,17,F149.jpg,3,9,10,10,-1
4817,18,F149.jpg,3,6,9,11,-1
4818,19,F149.jpg,1,9,NA,NA,4
4819,20,F149.jpg,3,10,5,6,2
4820,21,F149.jpg,1,13,NA,NA,4
4821,22,F149.jpg,3,11,10,15,1
4822,23,F149.jpg,3,8,6,7,-1
4823,24,F149.jpg,3,2,9,12,-1
4824,25,F149.jpg,1,8,NA,NA,3
4825,26,F149.jpg,3,10,4,11,1
4826,27,F149.jpg,1,8,NA,NA,3
4827,28,F149.jpg,3,9,9,7,2
4828,29,F149.jpg,3,12,11,11,-1
4829,30,F149.jpg,3,3,2,6,-1
4830,31,F149.jpg,1,11,NA,NA,4
4831,32,F149.jpg,3,6,3,6,1
4832,33,F149.jpg,1,9,NA,NA,4
4833,34,F149.jpg,3,11,9,6,0
4834,35,F149.jpg,3,11,5,11,-1
4835,36,F149.jpg,3,11,10,12,-1
4836,37,F149.jpg,1,7,NA,NA,3
4837,38,F149.jpg,3,11,10,12,1
4838,39,F149.jpg,1,13,NA,NA,4
4839,40,F149.jpg,3,11,12,11,2
4840,41,F149.jpg,3,7,11,7,-1
4841,42,F149.jpg,3,8,10,7,-1
4842,43,F149.jpg,1,10,NA,NA,4
4843,44,F149.jpg,3,10,10,9,1
4844,45,F149.jpg,1,8,NA,NA,3
4845,46,F149.jpg,3,9,7,6,1
4846,47,F149.jpg,3,10,10,11,-1
4847,48,F149.jpg,3,6,4,1,-1
4848,1,F141.jpg,1,9,NA,NA,4
4849,2,F141.jpg,3,7,9,8,0
4850,3,F141.jpg,1,11,NA,NA,4
4851,4,F141.jpg,3,10,10,11,0
4852,5,F141.jpg,3,9,7,5,-1
4853,6,F141.jpg,3,12,11,9,-1
4854,7,F141.jpg,1,6,NA,NA,4
4855,8,F141.jpg,3,3,5,4,1
4856,9,F141.jpg,1,9,NA,NA,4
4857,10,F141.jpg,3,9,9,9,2
4858,11,F141.jpg,3,13,8,11,-1
4859,12,F141.jpg,3,7,5,8,-1
4860,13,F141.jpg,1,9,NA,NA,4
4861,14,F141.jpg,3,4,4,8,1
4862,15,F141.jpg,1,10,NA,NA,4
4863,16,F141.jpg,3,8,10,9,1
4864,17,F141.jpg,3,7,9,7,-1
4865,18,F141.jpg,3,7,3,10,-1
4866,19,F141.jpg,1,9,NA,NA,4
4867,20,F141.jpg,3,10,9,9,1
4868,21,F141.jpg,1,10,NA,NA,3
4869,22,F141.jpg,3,11,7,9,0
4870,23,F141.jpg,3,10,11,10,-1
4871,24,F141.jpg,2,10,12,NA,-1
4872,25,F141.jpg,1,9,NA,NA,4
4873,26,F141.jpg,3,9,8,7,1
4874,27,F141.jpg,1,7,NA,NA,4
4875,28,F141.jpg,3,8,7,8,2
4876,29,F141.jpg,3,12,11,12,-1
4877,30,F141.jpg,2,6,2,NA,-1
4878,31,F141.jpg,1,10,NA,NA,4
4879,32,F141.jpg,3,7,3,5,1
4880,33,F141.jpg,1,7,NA,NA,4
4881,34,F141.jpg,3,7,6,9,0
4882,35,F141.jpg,3,11,11,5,-1
4883,36,F141.jpg,3,10,11,12,-1
4884,37,F141.jpg,1,8,NA,NA,3
4885,38,F141.jpg,3,11,14,8,1
4886,39,F141.jpg,1,11,NA,NA,4
4887,40,F141.jpg,3,12,12,10,1
4888,41,F141.jpg,3,7,6,10,-1
4889,42,F141.jpg,3,7,7,8,-1
4890,43,F141.jpg,1,12,NA,NA,4
4891,44,F141.jpg,3,8,11,9,2
4892,45,F141.jpg,1,10,NA,NA,3
4893,46,F141.jpg,3,8,7,6,1
4894,47,F141.jpg,3,11,9,8,-1
4895,48,F141.jpg,3,2,3,1,-1
4896,1,F166.jpg,1,9,NA,NA,4
4897,2,F166.jpg,3,9,9,9,0
4898,3,F166.jpg,1,7,NA,NA,4
4899,4,F166.jpg,3,9,9,10,1
4900,5,F166.jpg,3,10,7,8,-1
4901,6,F166.jpg,3,10,12,10,-1
4902,7,F166.jpg,1,9,NA,NA,4
4903,8,F166.jpg,3,5,6,8,0
4904,9,F166.jpg,1,9,NA,NA,4
4905,10,F166.jpg,3,10,10,9,0
4906,11,F166.jpg,3,8,12,9,-1
4907,12,F166.jpg,3,5,6,8,-1
4908,13,F166.jpg,1,7,NA,NA,4
4909,14,F166.jpg,3,7,6,5,0
4910,15,F166.jpg,1,11,NA,NA,4
4911,16,F166.jpg,3,9,7,9,1
4912,17,F166.jpg,3,8,8,5,-1
4913,18,F166.jpg,3,10,9,9,-1
4914,19,F166.jpg,1,8,NA,NA,4
4915,20,F166.jpg,3,6,6,7,1
4916,21,F166.jpg,1,10,NA,NA,4
4917,22,F166.jpg,3,7,10,7,0
4918,23,F166.jpg,3,11,10,8,-1
4919,24,F166.jpg,3,13,12,10,-1
4920,25,F166.jpg,1,7,NA,NA,4
4921,26,F166.jpg,3,9,7,9,1
4922,27,F166.jpg,1,6,NA,NA,4
4923,28,F166.jpg,3,8,9,9,1
4924,29,F166.jpg,3,13,12,9,-1
4925,30,F166.jpg,3,7,9,4,-1
4926,31,F166.jpg,1,8,NA,NA,4
4927,32,F166.jpg,3,3,7,6,1
4928,33,F166.jpg,1,8,NA,NA,4
4929,34,F166.jpg,3,7,5,6,0
4930,35,F166.jpg,3,12,11,9,-1
4931,36,F166.jpg,3,12,12,10,-1
4932,37,F166.jpg,1,7,NA,NA,3
4933,38,F166.jpg,3,12,11,8,1
4934,39,F166.jpg,1,12,NA,NA,4
4935,40,F166.jpg,3,12,12,12,1
4936,41,F166.jpg,3,11,6,7,-1
4937,42,F166.jpg,3,8,4,7,-1
4938,43,F166.jpg,1,11,NA,NA,3
4939,44,F166.jpg,3,7,7,8,0
4940,45,F166.jpg,1,10,NA,NA,4
4941,46,F166.jpg,3,5,6,8,2
4942,47,F166.jpg,3,9,10,9,-1
4943,48,F166.jpg,3,4,3,2,-1
4944,1,F134.jpg,1,9,NA,NA,4
4945,2,F134.jpg,3,9,8,8,0
4946,3,F134.jpg,1,10,NA,NA,3
4947,4,F134.jpg,3,8,10,9,0
4948,5,F134.jpg,3,8,8,7,-1
4949,6,F134.jpg,3,10,10,8,-1
4950,7,F134.jpg,1,9,NA,NA,4
4951,8,F134.jpg,3,6,3,7,1
4952,9,F134.jpg,1,10,NA,NA,3
4953,10,F134.jpg,3,9,11,10,2
4954,11,F134.jpg,3,10,11,11,-1
4955,12,F134.jpg,3,9,2,5,-1
4956,13,F134.jpg,1,7,NA,NA,3
4957,14,F134.jpg,3,9,8,8,0
4958,15,F134.jpg,1,8,NA,NA,4
4959,16,F134.jpg,3,10,9,10,2
4960,17,F134.jpg,3,9,8,7,-1
4961,18,F134.jpg,3,5,11,6,-1
4962,19,F134.jpg,1,9,NA,NA,3
4963,20,F134.jpg,3,7,7,9,2
4964,21,F134.jpg,1,11,NA,NA,3
4965,22,F134.jpg,3,9,11,10,1
4966,23,F134.jpg,3,9,11,10,-1
4967,24,F134.jpg,3,12,11,12,-1
4968,25,F134.jpg,1,8,NA,NA,3
4969,26,F134.jpg,3,8,8,9,2
4970,27,F134.jpg,1,7,NA,NA,3
4971,28,F134.jpg,3,7,8,9,1
4972,29,F134.jpg,3,12,12,11,-1
4973,30,F134.jpg,3,7,2,6,-1
4974,31,F134.jpg,1,12,NA,NA,3
4975,32,F134.jpg,3,3,3,9,1
4976,33,F134.jpg,1,8,NA,NA,4
4977,34,F134.jpg,3,10,7,7,0
4978,35,F134.jpg,3,9,11,9,-1
4979,36,F134.jpg,3,13,12,12,-1
4980,37,F134.jpg,1,9,NA,NA,3
4981,38,F134.jpg,3,11,13,10,0
4982,39,F134.jpg,1,13,NA,NA,-1
4983,40,F134.jpg,3,12,12,11,1
4984,41,F134.jpg,3,9,7,8,-1
4985,42,F134.jpg,3,9,8,11,-1
4986,43,F134.jpg,1,11,NA,NA,4
4987,44,F134.jpg,3,10,11,8,-1
4988,45,F134.jpg,1,10,NA,NA,3
4989,46,F134.jpg,3,6,7,8,1
4990,47,F134.jpg,3,11,9,11,-1
4991,48,F134.jpg,3,9,2,1,-1
4992,1,F17.jpg,3,10,9,8,-1
4993,2,F17.jpg,3,8,7,8,-1
4994,3,F17.jpg,3,9,11,7,1
4995,4,F17.jpg,1,9,NA,NA,3
4996,5,F17.jpg,3,7,6,7,2
4997,6,F17.jpg,1,10,NA,NA,4
4998,7,F17.jpg,3,8,9,9,-1
4999,8,F17.jpg,3,7,4,5,-1
5000,9,F17.jpg,3,6,8,9,0
5001,10,F17.jpg,1,9,NA,NA,4
5002,11,F17.jpg,3,8,10,11,1
5003,12,F17.jpg,1,6,NA,NA,3
5004,13,F17.jpg,3,5,7,7,-1
5005,14,F17.jpg,3,3,5,7,-1
5006,15,F17.jpg,3,8,7,8,0
5007,16,F17.jpg,1,9,NA,NA,4
5008,17,F17.jpg,3,9,9,6,0
5009,18,F17.jpg,1,7,NA,NA,4
5010,19,F17.jpg,3,6,9,10,-1
5011,20,F17.jpg,3,6,9,9,-1
5012,21,F17.jpg,3,8,12,12,1
5013,22,F17.jpg,1,9,NA,NA,4
5014,23,F17.jpg,3,7,8,9,1
5015,24,F17.jpg,1,11,NA,NA,4
5016,25,F17.jpg,3,7,8,7,-1
5017,26,F17.jpg,3,7,7,10,-1
5018,27,F17.jpg,3,6,6,7,1
5019,28,F17.jpg,1,7,NA,NA,4
5020,29,F17.jpg,3,11,7,11,-1
5021,30,F17.jpg,1,8,NA,NA,-1
5022,31,F17.jpg,3,13,7,6,-1
5023,32,F17.jpg,3,7,7,6,-1
5024,33,F17.jpg,3,7,10,12,1
5025,34,F17.jpg,1,10,NA,NA,3
5026,35,F17.jpg,3,10,10,9,0
5027,36,F17.jpg,1,11,NA,NA,4
5028,37,F17.jpg,3,8,9,7,-1
5029,38,F17.jpg,3,11,7,10,-1
5030,39,F17.jpg,3,13,12,12,1
5031,40,F17.jpg,1,10,NA,NA,3
5032,41,F17.jpg,3,8,3,9,-1
5033,42,F17.jpg,1,7,NA,NA,3
5034,43,F17.jpg,3,11,8,11,-1
5035,44,F17.jpg,3,7,8,11,-1
5036,45,F17.jpg,3,9,6,9,1
5037,46,F17.jpg,1,6,NA,NA,4
5038,47,F17.jpg,3,8,11,10,0
5039,48,F17.jpg,1,3,NA,NA,3
5040,1,F32.jpg,3,7,7,9,-1
5041,2,F32.jpg,3,8,8,9,-1
5042,3,F32.jpg,3,11,8,7,0
5043,4,F32.jpg,1,7,NA,NA,4
5044,5,F32.jpg,3,5,8,8,-1
5045,6,F32.jpg,1,10,NA,NA,4
5046,7,F32.jpg,3,11,9,12,-1
5047,8,F32.jpg,3,7,5,4,-1
5048,9,F32.jpg,3,9,8,9,0
5049,10,F32.jpg,1,9,NA,NA,4
5050,11,F32.jpg,3,11,11,9,2
5051,12,F32.jpg,1,7,NA,NA,4
5052,13,F32.jpg,3,6,7,8,-1
5053,14,F32.jpg,3,5,2,6,-1
5054,15,F32.jpg,3,8,8,8,1
5055,16,F32.jpg,1,9,NA,NA,4
5056,17,F32.jpg,3,9,5,8,1
5057,18,F32.jpg,1,8,NA,NA,4
5058,19,F32.jpg,3,8,7,10,-1
5059,20,F32.jpg,3,7,3,4,-1
5060,21,F32.jpg,3,9,10,11,0
5061,22,F32.jpg,1,8,NA,NA,4
5062,23,F32.jpg,3,7,8,5,0
5063,24,F32.jpg,1,9,NA,NA,4
5064,25,F32.jpg,3,8,7,11,-1
5065,26,F32.jpg,3,9,7,8,-1
5066,27,F32.jpg,3,6,5,6,1
5067,28,F32.jpg,1,7,NA,NA,4
5068,29,F32.jpg,3,13,12,9,0
5069,30,F32.jpg,1,9,NA,NA,4
5070,31,F32.jpg,3,8,9,6,-1
5071,32,F32.jpg,3,7,5,9,-1
5072,33,F32.jpg,3,8,7,7,1
5073,34,F32.jpg,1,8,NA,NA,4
5074,35,F32.jpg,3,10,11,8,0
5075,36,F32.jpg,1,12,NA,NA,4
5076,37,F32.jpg,3,5,9,11,-1
5077,38,F32.jpg,3,10,12,9,-1
5078,39,F32.jpg,3,10,11,11,1
5079,40,F32.jpg,1,10,NA,NA,4
5080,41,F32.jpg,3,7,6,8,2
5081,42,F32.jpg,1,7,NA,NA,4
5082,43,F32.jpg,3,12,7,8,-1
5083,44,F32.jpg,3,11,9,12,-1
5084,45,F32.jpg,3,10,7,8,0
5085,46,F32.jpg,1,7,NA,NA,4
5086,47,F32.jpg,3,8,9,11,1
5087,48,F32.jpg,1,3,NA,NA,4
5088,1,F42.jpg,3,7,7,8,-1
5089,2,F42.jpg,3,5,10,6,-1
5090,3,F42.jpg,3,11,9,7,1
5091,4,F42.jpg,1,9,NA,NA,3
5092,5,F42.jpg,3,12,7,9,0
5093,6,F42.jpg,1,10,NA,NA,3
5094,7,F42.jpg,3,10,11,10,-1
5095,8,F42.jpg,3,9,7,4,-1
5096,9,F42.jpg,3,9,9,9,1
5097,10,F42.jpg,1,10,NA,NA,4
5098,11,F42.jpg,3,12,10,9,1
5099,12,F42.jpg,1,8,NA,NA,3
5100,13,F42.jpg,3,7,8,9,-1
5101,14,F42.jpg,3,8,5,6,-1
5102,15,F42.jpg,3,8,9,8,2
5103,16,F42.jpg,1,11,NA,NA,4
5104,17,F42.jpg,3,9,8,7,1
5105,18,F42.jpg,1,5,NA,NA,3
5106,19,F42.jpg,3,10,9,11,-1
5107,20,F42.jpg,3,10,6,6,-1
5108,21,F42.jpg,3,11,7,10,1
5109,22,F42.jpg,1,13,NA,NA,3
5110,23,F42.jpg,3,7,7,6,1
5111,24,F42.jpg,1,8,NA,NA,4
5112,25,F42.jpg,3,12,4,10,-1
5113,26,F42.jpg,3,8,11,8,-1
5114,27,F42.jpg,3,6,8,5,1
5115,28,F42.jpg,1,7,NA,NA,4
5116,29,F42.jpg,3,5,10,9,0
5117,30,F42.jpg,1,10,NA,NA,4
5118,31,F42.jpg,3,7,8,10,-1
5119,32,F42.jpg,3,6,6,11,-1
5120,33,F42.jpg,3,8,9,5,1
5121,34,F42.jpg,1,8,NA,NA,3
5122,35,F42.jpg,3,13,16,10,0
5123,36,F42.jpg,1,11,NA,NA,4
5124,37,F42.jpg,3,6,9,8,-1
5125,38,F42.jpg,3,10,7,10,-1
5126,39,F42.jpg,3,13,13,12,1
5127,40,F42.jpg,1,10,NA,NA,4
5128,41,F42.jpg,3,7,7,8,1
5129,42,F42.jpg,1,8,NA,NA,3
5130,43,F42.jpg,3,9,11,11,-1
5131,44,F42.jpg,3,11,10,9,-1
5132,45,F42.jpg,3,7,8,9,2
5133,46,F42.jpg,1,7,NA,NA,-1
5134,47,F42.jpg,3,10,10,10,1
5135,48,F42.jpg,1,5,NA,NA,3
5136,1,F97.jpg,3,5,10,8,2
5137,2,F97.jpg,1,6,NA,NA,-1
5138,3,F97.jpg,3,12,10,8,-1
5139,4,F97.jpg,3,12,10,11,-1
5140,5,F97.jpg,1,10,NA,NA,3
5141,6,F97.jpg,3,10,10,8,0
5142,7,F97.jpg,3,9,11,8,2
5143,8,F97.jpg,1,8,NA,NA,4
5144,9,F97.jpg,3,8,10,8,-1
5145,10,F97.jpg,3,9,8,11,-1
5146,11,F97.jpg,1,8,NA,NA,4
5147,12,F97.jpg,3,5,5,7,1
5148,13,F97.jpg,3,7,7,4,0
5149,14,F97.jpg,1,6,NA,NA,4
5150,15,F97.jpg,3,7,10,6,-1
5151,16,F97.jpg,3,8,11,7,-1
5152,17,F97.jpg,1,7,NA,NA,4
5153,18,F97.jpg,3,11,9,8,1
5154,19,F97.jpg,3,10,5,10,0
5155,20,F97.jpg,1,4,NA,NA,4
5156,21,F97.jpg,3,12,9,9,-1
5157,22,F97.jpg,3,8,5,8,-1
5158,23,F97.jpg,1,9,NA,NA,4
5159,24,F97.jpg,2,11,9,NA,0
5160,25,F97.jpg,3,9,7,6,1
5161,26,F97.jpg,1,10,NA,NA,4
5162,27,F97.jpg,3,8,7,5,-1
5163,28,F97.jpg,3,9,9,9,-1
5164,29,F97.jpg,1,9,NA,NA,4
5165,30,F97.jpg,3,4,6,7,1
5166,31,F97.jpg,3,8,9,11,2
5167,32,F97.jpg,1,6,NA,NA,4
5168,33,F97.jpg,3,7,8,10,-1
5169,34,F97.jpg,3,6,8,9,-1
5170,35,F97.jpg,1,11,NA,NA,4
5171,36,F97.jpg,3,11,11,12,0
5172,37,F97.jpg,3,8,6,7,2
5173,38,F97.jpg,1,10,NA,NA,4
5174,39,F97.jpg,3,10,12,10,-1
5175,40,F97.jpg,3,11,11,12,-1
5176,41,F97.jpg,1,5,NA,NA,4
5177,42,F97.jpg,3,9,6,8,0
5178,43,F97.jpg,3,9,17,12,2
5179,44,F97.jpg,1,6,NA,NA,4
5180,45,F97.jpg,3,3,9,8,-1
5181,46,F97.jpg,3,4,6,10,-1
5182,47,F97.jpg,1,8,NA,NA,4
5183,48,F97.jpg,3,5,4,4,1
5184,1,F161.jpg,1,10,NA,NA,3
5185,2,F161.jpg,3,8,7,7,1
5186,3,F161.jpg,1,9,NA,NA,4
5187,4,F161.jpg,3,10,10,9,0
5188,5,F161.jpg,3,10,8,9,-1
5189,6,F161.jpg,3,9,11,5,-1
5190,7,F161.jpg,1,9,NA,NA,4
5191,8,F161.jpg,3,7,6,7,1
5192,9,F161.jpg,1,11,NA,NA,4
5193,10,F161.jpg,3,11,11,9,1
5194,11,F161.jpg,3,7,10,11,-1
5195,12,F161.jpg,3,6,8,8,-1
5196,13,F161.jpg,1,6,NA,NA,4
5197,14,F161.jpg,3,8,9,8,0
5198,15,F161.jpg,1,12,NA,NA,3
5199,16,F161.jpg,3,8,9,9,2
5200,17,F161.jpg,3,8,11,9,-1
5201,18,F161.jpg,3,6,9,5,-1
5202,19,F161.jpg,1,10,NA,NA,3
5203,20,F161.jpg,3,7,6,6,0
5204,21,F161.jpg,1,8,NA,NA,4
5205,22,F161.jpg,3,8,10,12,1
5206,23,F161.jpg,3,10,11,8,-1
5207,24,F161.jpg,3,8,3,12,-1
5208,25,F161.jpg,1,8,NA,NA,3
5209,26,F161.jpg,3,8,9,10,1
5210,27,F161.jpg,1,9,NA,NA,4
5211,28,F161.jpg,3,10,8,8,1
5212,29,F161.jpg,3,10,12,12,-1
5213,30,F161.jpg,2,6,5,NA,-1
5214,31,F161.jpg,1,11,NA,NA,4
5215,32,F161.jpg,3,8,4,5,1
5216,33,F161.jpg,1,8,NA,NA,4
5217,34,F161.jpg,3,8,6,7,0
5218,35,F161.jpg,3,10,9,12,-1
5219,36,F161.jpg,3,12,13,12,-1
5220,37,F161.jpg,1,7,NA,NA,4
5221,38,F161.jpg,3,10,9,9,0
5222,39,F161.jpg,1,12,NA,NA,4
5223,40,F161.jpg,3,12,11,10,1
5224,41,F161.jpg,3,4,8,8,-1
5225,42,F161.jpg,3,10,10,9,-1
5226,43,F161.jpg,1,11,NA,NA,3
5227,44,F161.jpg,3,10,8,9,1
5228,45,F161.jpg,1,7,NA,NA,3
5229,46,F161.jpg,3,5,8,8,2
5230,47,F161.jpg,3,9,9,10,-1
5231,48,F161.jpg,3,6,7,4,-1
5232,1,F100.jpg,3,9,6,10,1
5233,2,F100.jpg,1,8,NA,NA,4
5234,3,F100.jpg,3,12,11,11,-1
5235,4,F100.jpg,3,11,10,10,-1
5236,5,F100.jpg,1,9,NA,NA,3
5237,6,F100.jpg,3,11,12,8,0
5238,7,F100.jpg,3,11,8,12,1
5239,8,F100.jpg,1,9,NA,NA,4
5240,9,F100.jpg,3,10,8,9,-1
5241,10,F100.jpg,3,9,8,8,-1
5242,11,F100.jpg,1,11,NA,NA,4
5243,12,F100.jpg,3,5,7,3,0
5244,13,F100.jpg,3,7,11,4,0
5245,14,F100.jpg,1,7,NA,NA,3
5246,15,F100.jpg,3,6,11,9,-1
5247,16,F100.jpg,3,12,8,7,-1
5248,17,F100.jpg,1,10,NA,NA,4
5249,18,F100.jpg,3,9,8,7,0
5250,19,F100.jpg,3,9,9,10,0
5251,20,F100.jpg,1,7,NA,NA,4
5252,21,F100.jpg,3,11,11,9,-1
5253,22,F100.jpg,3,10,11,11,-1
5254,23,F100.jpg,1,9,NA,NA,4
5255,24,F100.jpg,3,8,8,9,1
5256,25,F100.jpg,3,7,9,6,0
5257,26,F100.jpg,1,7,NA,NA,4
5258,27,F100.jpg,3,7,5,9,-1
5259,28,F100.jpg,3,10,7,7,-1
5260,29,F100.jpg,1,12,NA,NA,-1
5261,30,F100.jpg,3,2,9,6,1
5262,31,F100.jpg,3,13,12,9,0
5263,32,F100.jpg,1,7,NA,NA,4
5264,33,F100.jpg,3,8,8,7,-1
5265,34,F100.jpg,3,9,10,9,-1
5266,35,F100.jpg,1,12,NA,NA,4
5267,36,F100.jpg,3,12,13,15,0
5268,37,F100.jpg,3,9,6,10,0
5269,38,F100.jpg,1,11,NA,NA,4
5270,39,F100.jpg,3,12,12,13,-1
5271,40,F100.jpg,3,10,10,12,-1
5272,41,F100.jpg,1,6,NA,NA,4
5273,42,F100.jpg,3,14,9,8,-1
5274,43,F100.jpg,3,11,11,11,1
5275,44,F100.jpg,1,8,NA,NA,4
5276,45,F100.jpg,3,12,9,9,-1
5277,46,F100.jpg,3,8,6,5,-1
5278,47,F100.jpg,1,11,NA,NA,4
5279,48,F100.jpg,2,2,2,NA,1
5280,1,F176.jpg,1,9,NA,NA,4
5281,2,F176.jpg,3,7,9,9,1
5282,3,F176.jpg,1,10,NA,NA,4
5283,4,F176.jpg,3,11,10,10,0
5284,5,F176.jpg,3,9,9,10,-1
5285,6,F176.jpg,3,11,9,8,-1
5286,7,F176.jpg,1,10,NA,NA,4
5287,8,F176.jpg,3,8,10,7,0
5288,9,F176.jpg,1,11,NA,NA,4
5289,10,F176.jpg,3,9,10,11,0
5290,11,F176.jpg,3,12,8,12,-1
5291,12,F176.jpg,3,8,9,7,-1
5292,13,F176.jpg,1,9,NA,NA,4
5293,14,F176.jpg,3,9,4,9,2
5294,15,F176.jpg,1,11,NA,NA,4
5295,16,F176.jpg,3,10,9,10,0
5296,17,F176.jpg,3,8,10,8,-1
5297,18,F176.jpg,3,9,7,8,-1
5298,19,F176.jpg,1,8,NA,NA,-1
5299,20,F176.jpg,3,11,8,9,0
5300,21,F176.jpg,1,13,NA,NA,4
5301,22,F176.jpg,3,11,9,8,0
5302,23,F176.jpg,3,10,9,8,-1
5303,24,F176.jpg,3,14,11,11,-1
5304,25,F176.jpg,1,8,NA,NA,4
5305,26,F176.jpg,3,8,9,10,1
5306,27,F176.jpg,1,9,NA,NA,4
5307,28,F176.jpg,3,9,9,9,0
5308,29,F176.jpg,3,11,12,9,-1
5309,30,F176.jpg,3,6,7,4,-1
5310,31,F176.jpg,1,9,NA,NA,4
5311,32,F176.jpg,3,5,3,5,0
5312,33,F176.jpg,1,6,NA,NA,4
5313,34,F176.jpg,3,9,10,8,0
5314,35,F176.jpg,3,12,13,4,-1
5315,36,F176.jpg,3,12,13,10,-1
5316,37,F176.jpg,1,8,NA,NA,3
5317,38,F176.jpg,3,11,9,11,0
5318,39,F176.jpg,1,12,NA,NA,4
5319,40,F176.jpg,3,13,10,13,0
5320,41,F176.jpg,3,8,12,10,-1
5321,42,F176.jpg,3,9,9,10,-1
5322,43,F176.jpg,1,9,NA,NA,4
5323,44,F176.jpg,3,12,10,8,-1
5324,45,F176.jpg,1,7,NA,NA,4
5325,46,F176.jpg,3,5,7,9,2
5326,47,F176.jpg,3,10,11,9,-1
5327,48,F176.jpg,2,7,1,NA,-1
5328,1,F80.jpg,3,6,7,9,2
5329,2,F80.jpg,1,8,NA,NA,3
5330,3,F80.jpg,3,14,7,6,-1
5331,4,F80.jpg,3,13,8,8,-1
5332,5,F80.jpg,1,5,NA,NA,3
5333,6,F80.jpg,3,9,10,8,0
5334,7,F80.jpg,3,10,11,9,2
5335,8,F80.jpg,1,7,NA,NA,4
